time,time_elapsed,time_work,time_error,output,input,acceleration_x,acceleration_y,acceleration_z,failure,next_hour_failure
2023-01-01 14:50:00,22721.2,0.0,22721.2,0.0,0.0,-0.0014363182765398301,-0.04746296113779308,1.0083121277327147,1,1.0
2023-01-01 15:00:00,23321.3,0.0,23321.3,0.0,0.0,-0.00143089227457348,-0.04748030824182383,1.008280082867392,1,1.0
2023-01-01 15:10:00,23891.333333333332,0.0,23891.333333333332,0.0,0.0,-0.0014324997318589778,-0.04744155306797601,1.008260190614735,1,1.0
2023-01-01 15:20:00,24521.2,0.0,24521.2,0.0,0.0,-0.00141630064544702,-0.04746624356928747,1.008410614525808,1,1.0
2023-01-01 15:30:00,25121.3,0.0,25121.3,0.0,0.0,-0.00138074933247637,-0.04746272652222467,1.0084319980622287,1,1.0
2023-01-01 15:40:00,25721.2,0.0,25721.2,0.0,0.0,-0.0014103091318352899,-0.04748059408305532,1.0083770172026238,1,1.0
2023-01-01 15:50:00,26321.2,0.0,26321.2,0.0,0.0,-0.0014320479057534,-0.04748558281910338,1.0083705271884753,1,1.0
2023-01-01 16:00:00,26921.1,0.0,26921.1,0.0,0.0,-0.0013798985031079,-0.04746351149395689,1.008489378207085,1,1.0
2023-01-01 16:10:00,27521.2,0.0,27521.2,0.0,0.0,-0.00142017292129688,-0.047480769091597194,1.008363236767385,1,1.0
2023-01-01 16:20:00,28121.2,0.0,28121.2,0.0,0.0,-0.00143592611767358,-0.04749557251062035,1.0083792066671446,1,1.0
2023-01-01 16:30:00,28721.0,0.0,28721.0,0.0,0.0,-0.00141678112846702,-0.04746173031903965,1.0084282642247255,1,1.0
2023-01-01 16:40:00,29321.3,0.0,29321.3,0.0,0.0,-0.00134724813629469,-0.04744525126172391,1.0084440334163458,1,1.0
2023-01-01 16:50:00,29921.1,0.0,29921.1,0.0,0.0,-0.00142437160704307,-0.04745913732491676,1.0084432838165864,1,1.0
2023-01-01 17:00:00,30521.0,0.0,30521.0,0.0,0.0,-0.00140509777018861,-0.04746808931814639,1.0084600975857696,1,1.0
2023-01-01 17:10:00,31121.1,0.0,31121.1,0.0,0.0,-0.00143172740162124,-0.04747833067477304,1.0084242651544337,1,1.0
2023-01-01 17:20:00,31721.2,0.0,31721.2,0.0,0.0,-0.00142730188949911,-0.04745188455064126,1.0083431957256106,1,1.0
2023-01-01 17:30:00,32321.0,0.0,32321.0,0.0,0.0,-0.00143342804314526,-0.04746957118940768,1.0083621699173348,1,1.0
2023-01-01 17:40:00,32921.0,0.0,32921.0,0.0,0.0,-0.00141228174890019,-0.0474715141213443,1.008468106975633,1,1.0
2023-01-01 17:50:00,33521.2,0.0,33521.2,0.0,0.0,-0.00145059591869666,-0.04748713795306061,1.0083645945386663,1,1.0
2023-01-01 18:00:00,34121.0,0.0,34121.0,0.0,0.0,-0.0014162095445690401,-0.04747281008367974,1.0083587399901972,1,1.0
2023-01-01 18:10:00,34721.0,0.0,34721.0,0.0,0.0,-0.0014238190846538,-0.047466156549208424,1.008274271008521,1,1.0
2023-01-01 18:20:00,35321.2,0.0,35321.2,0.0,0.0,-0.0014616470006999199,-0.04752632619782645,1.0081906984899853,1,1.0
2023-01-01 18:30:00,35921.0,0.0,35921.0,0.0,0.0,-0.00148055501003658,-0.04756045907229179,1.0082959051938922,1,1.0
2023-01-01 18:40:00,36521.1,0.0,36521.1,0.0,0.0,-0.00150574826922773,-0.04752526728445095,1.008233772992164,1,1.0
2023-01-01 18:50:00,37121.0,0.0,37121.0,0.0,0.0,-0.00153524245806986,-0.047605718730150334,1.0081899187954793,1,1.0
2023-01-01 19:00:00,37721.0,0.0,37721.0,0.0,0.0,-0.0015270396324055199,-0.04758257658173824,1.0081386572798323,1,1.0
2023-01-01 19:10:00,38321.0,0.0,38321.0,0.0,0.0,-0.00149794447061708,-0.047557196218834,1.0082084371933862,1,1.0
2023-01-01 19:20:00,38921.0,0.0,38921.0,0.0,0.0,-0.00154244998192281,-0.04757581303139088,1.0081862225682214,1,1.0
2023-01-01 19:30:00,39521.0,0.0,39521.0,0.0,0.0,-0.00153533496494735,-0.04757462525998169,1.0083321925258666,1,1.0
2023-01-01 19:40:00,40121.0,0.0,40121.0,0.0,0.0,-0.0015456199380862001,-0.04756304736177584,1.0083297869894918,1,1.0
2023-01-01 19:50:00,40721.0,0.0,40721.0,0.0,0.0,-0.00153546339801253,-0.04755516211426982,1.0082677765790886,1,1.0
2023-01-01 20:00:00,41321.0,0.0,41321.0,0.0,0.0,-0.00153117774161567,-0.047547628321186766,1.008336223880858,1,1.0
2023-01-01 20:10:00,41921.0,0.0,41921.0,0.0,0.0,-0.00148618664906228,-0.04754821572667023,1.008323035362961,1,1.0
2023-01-01 20:20:00,42521.0,0.0,42521.0,0.0,0.0,-0.00145336787451018,-0.047517913835868716,1.0081383660908103,1,1.0
2023-01-01 20:30:00,43121.0,0.0,43121.0,0.0,0.0,-0.00146784419932754,-0.04753542317445561,1.0082450668533165,1,1.0
2023-01-01 20:40:00,43721.0,0.0,43721.0,0.0,0.0,-0.00154721430664151,-0.04753178454384754,1.0081348978347398,1,1.0
2023-01-01 20:50:00,44320.8,0.0,44320.8,0.0,0.0,-0.00149750551004507,-0.04750898602840659,1.0081205207511998,1,1.0
2023-01-01 21:00:00,44920.9,0.0,44920.9,0.0,0.0,-0.00150937324675229,-0.04754254401589275,1.0082306965609724,1,1.0
2023-01-01 21:10:00,45521.0,0.0,45521.0,0.0,0.0,-0.00147058767940207,-0.0475096128856499,1.0082619444295366,1,1.0
2023-01-01 21:20:00,46120.9,0.0,46120.9,0.0,0.0,-0.00146178273090041,-0.04750682483115133,1.0083025245992325,1,1.0
2023-01-01 21:30:00,46720.9,0.0,46720.9,0.0,0.0,-0.00149681437622009,-0.04753885621881157,1.0082501576991354,1,1.0
2023-01-01 21:40:00,47321.0,0.0,47321.0,0.0,0.0,-0.00145444825003151,-0.04754354601076569,1.0081614307724738,1,1.0
2023-01-01 21:50:00,47920.9,0.0,47920.9,0.0,0.0,-0.00146543354083205,-0.04756534607817793,1.0082447926409248,1,1.0
2023-01-01 22:00:00,48521.0,0.0,48521.0,0.0,0.0,-0.00144882464288707,-0.04755756489745225,1.0081799246539949,1,1.0
2023-01-01 22:10:00,49120.8,0.0,49120.8,0.0,0.0,-0.0014817928628916301,-0.04753400320390435,1.0081312568162584,1,1.0
2023-01-01 22:20:00,49720.8,0.0,49720.8,0.0,0.0,-0.00142967267131416,-0.0475101926736751,1.0081453727228322,1,1.0
